# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 343         4.313       51.893      3.50        Rotterdam Geulhaven
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,H,   DD,   FH
  343,20151025,   12,  320,   30
  343,20151025,   13,  290,   30
  343,20151025,   14,  350,   30
  343,20151025,   15,  340,   30
  343,20151025,   16,  350,   20
  343,20151025,   17,   30,   20
  343,20151025,   18,   40,   20
  343,20151025,   19,   60,   30
  343,20151025,   20,   70,   30
  343,20151025,   21,   90,   40
  343,20151025,   22,   80,   30
  343,20151025,   23,   80,   40
  343,20151025,   24,   80,   50
  343,20151026,    1,   90,   40
  343,20151026,    2,  100,   40
  343,20151026,    3,  110,   50
  343,20151026,    4,  110,   60
  343,20151026,    5,  110,   50
  343,20151026,    6,  110,   50
  343,20151026,    7,  120,   30
  343,20151026,    8,  110,   30
  343,20151026,    9,  140,   40
  343,20151026,   10,  130,   30
  343,20151026,   11,  110,   40
  343,20151026,   12,   90,   50
  343,20151026,   13,  110,   50
  343,20151026,   14,  110,   60
  343,20151026,   15,  110,   60
  343,20151026,   16,  110,   60
  343,20151026,   17,  110,   70
  343,20151026,   18,  100,   60
  343,20151026,   19,  110,   70
  343,20151026,   20,  100,   60
  343,20151026,   21,   90,   40
  343,20151026,   22,   90,   50
  343,20151026,   23,  110,   50
  343,20151026,   24,  110,   50
  343,20151027,    1,  110,   50
  343,20151027,    2,  140,   40
  343,20151027,    3,  130,   30
  343,20151027,    4,  120,   30
  343,20151027,    5,  130,   20
  343,20151027,    6,  120,   30
  343,20151027,    7,  120,   30
  343,20151027,    8,  120,   30
  343,20151027,    9,  150,   40
  343,20151027,   10,  140,   40
  343,20151027,   11,  150,   30
  343,20151027,   12,  150,   30
  343,20151027,   13,  140,   30
  343,20151027,   14,  120,   40
  343,20151027,   15,  110,   50
  343,20151027,   16,  120,   50
  343,20151027,   17,  110,   50
  343,20151027,   18,  110,   50
  343,20151027,   19,  120,   60
  343,20151027,   20,  120,   50
  343,20151027,   21,  120,   40
  343,20151027,   22,  140,   40
  343,20151027,   23,  130,   30
  343,20151027,   24,  130,   40
  343,20151028,    1,  120,   20
  343,20151028,    2,  110,   30
  343,20151028,    3,  110,   40
  343,20151028,    4,  100,   40
  343,20151028,    5,  100,   50
  343,20151028,    6,  110,   40
  343,20151028,    7,  110,   40
  343,20151028,    8,  120,   50
  343,20151028,    9,  130,   50
  343,20151028,   10,  140,   60
  343,20151028,   11,  150,   50
  343,20151028,   12,  150,   50
  343,20151028,   13,  140,   40
  343,20151028,   14,  150,   40
  343,20151028,   15,  150,   40
  343,20151028,   16,  140,   40
  343,20151028,   17,  140,   30
  343,20151028,   18,  170,   30
  343,20151028,   19,  170,   40
  343,20151028,   20,  220,   40
  343,20151028,   21,  220,   40
  343,20151028,   22,  240,   40
  343,20151028,   23,  230,   40
  343,20151028,   24,  240,   40
  343,20151029,    1,  220,   30
  343,20151029,    2,  230,   20
  343,20151029,    3,  210,   40
  343,20151029,    4,  200,   30
  343,20151029,    5,  220,   30
  343,20151029,    6,  200,   40
  343,20151029,    7,  190,   50
  343,20151029,    8,  180,   40
  343,20151029,    9,  180,   40
  343,20151029,   10,  180,   40
  343,20151029,   11,  180,   50
  343,20151029,   12,  180,   50
  343,20151029,   13,  200,   60
  343,20151029,   14,  200,   70
  343,20151029,   15,  200,   60
  343,20151029,   16,  200,   50
  343,20151029,   17,  190,   50
  343,20151029,   18,  190,   60
  343,20151029,   19,  180,   50
  343,20151029,   20,  170,   40
  343,20151029,   21,  170,   30
  343,20151029,   22,  160,   30
  343,20151029,   23,  160,   30
  343,20151029,   24,  160,   30
  343,20151030,    1,  150,   30
  343,20151030,    2,  150,   40
  343,20151030,    3,  150,   40
  343,20151030,    4,  150,   40
  343,20151030,    5,  140,   50
  343,20151030,    6,  140,   50
  343,20151030,    7,  140,   60
  343,20151030,    8,  140,   50
  343,20151030,    9,  150,   50
  343,20151030,   10,  150,   40
  343,20151030,   11,  170,   30
  343,20151030,   12,  150,   40
  343,20151030,   13,  140,   40
  343,20151030,   14,  150,   40
  343,20151030,   15,  140,   40
  343,20151030,   16,  110,   40
  343,20151030,   17,  110,   60
  343,20151030,   18,  110,   60
  343,20151030,   19,  110,   60
  343,20151030,   20,  110,   50
  343,20151030,   21,  110,   60
  343,20151030,   22,  110,   70
  343,20151030,   23,  110,   50
  343,20151030,   24,  120,   40
  343,20151031,    1,  110,   40
  343,20151031,    2,  120,   40
  343,20151031,    3,  110,   60
  343,20151031,    4,  110,   50
  343,20151031,    5,  110,   50
  343,20151031,    6,  110,   50
  343,20151031,    7,  110,   50
  343,20151031,    8,  110,   50
  343,20151031,    9,  130,   30
  343,20151031,   10,  150,   50
  343,20151031,   11,  140,   40
  343,20151031,   12,  130,   40
  343,20151031,   13,  150,   40
  343,20151031,   14,  150,   40
  343,20151031,   15,  150,   40
  343,20151031,   16,  140,   20
  343,20151031,   17,  150,   30
  343,20151031,   18,  150,   30
  343,20151031,   19,  150,   30
  343,20151031,   20,  150,   40
  343,20151031,   21,  150,   30
  343,20151031,   22,  150,   20
  343,20151031,   23,  150,   20
  343,20151031,   24,  160,   10
  343,20151101,    1,  160,   20
  343,20151101,    2,  190,   10
  343,20151101,    3,  190,   30
  343,20151101,    4,  190,   20
  343,20151101,    5,  190,   30
  343,20151101,    6,  180,   30
  343,20151101,    7,  180,   30
  343,20151101,    8,  190,   20
  343,20151101,    9,  200,   10
  343,20151101,   10,  200,   20
  343,20151101,   11,    0,   10
  343,20151101,   12,   60,    0
  343,20151101,   13,   90,   10
  343,20151101,   14,   90,   10
  343,20151101,   15,   90,   10
  343,20151101,   16,  160,   20
  343,20151101,   17,  140,   20
  343,20151101,   18,  140,   10
  343,20151101,   19,  140,   20
  343,20151101,   20,  120,   20
  343,20151101,   21,  130,   10
  343,20151101,   22,  120,   10
  343,20151101,   23,  130,   20
  343,20151101,   24,  100,   10
  343,20151102,    1,   30,   10
  343,20151102,    2,   50,   20
  343,20151102,    3,   50,   20
  343,20151102,    4,   50,   20
  343,20151102,    5,   30,   20
  343,20151102,    6,   60,   30
  343,20151102,    7,  110,   30
  343,20151102,    8,  110,   30
  343,20151102,    9,  100,   40
  343,20151102,   10,  140,   50
  343,20151102,   11,  110,   50
  343,20151102,   12,   70,   40
  343,20151102,   13,   80,   50
  343,20151102,   14,  150,   50
  343,20151102,   15,  120,   30
  343,20151102,   16,  150,   30
  343,20151102,   17,  150,   30
  343,20151102,   18,  150,   30
  343,20151102,   19,  160,   30
  343,20151102,   20,  180,   20
  343,20151102,   21,  200,   30
  343,20151102,   22,  180,   20
  343,20151102,   23,  190,   30
  343,20151102,   24,  150,   20
  343,20151103,    1,  150,   10
  343,20151103,    2,  170,   30
  343,20151103,    3,  160,   20
  343,20151103,    4,  160,   30
  343,20151103,    5,  150,   30
  343,20151103,    6,  140,   30
  343,20151103,    7,  150,   30
  343,20151103,    8,  150,   30
  343,20151103,    9,  140,   20
  343,20151103,   10,  140,   20
  343,20151103,   11,  170,   20
  343,20151103,   12,  180,   30
  343,20151103,   13,  180,   30
  343,20151103,   14,  180,   30
  343,20151103,   15,  150,   30
  343,20151103,   16,  150,   30
  343,20151103,   17,  150,   40
  343,20151103,   18,  150,   40
  343,20151103,   19,  150,   50
  343,20151103,   20,  140,   40
  343,20151103,   21,  130,   20
  343,20151103,   22,  120,   40
  343,20151103,   23,  150,   40
  343,20151103,   24,  140,   50
  343,20151104,    1,  150,   50
  343,20151104,    2,  150,   40
  343,20151104,    3,  150,   40
  343,20151104,    4,  150,   40
  343,20151104,    5,  150,   40
  343,20151104,    6,  150,   40
  343,20151104,    7,  150,   40
  343,20151104,    8,  150,   40
  343,20151104,    9,  140,   50
  343,20151104,   10,  150,   50
  343,20151104,   11,  180,   50
  343,20151104,   12,  190,   60
  343,20151104,   13,  190,   60
  343,20151104,   14,  190,   70
  343,20151104,   15,  180,   60
  343,20151104,   16,  180,   50
  343,20151104,   17,  190,   50
  343,20151104,   18,  190,   50
  343,20151104,   19,  190,   60
  343,20151104,   20,  220,   70
  343,20151104,   21,  220,   60
  343,20151104,   22,  200,   50
  343,20151104,   23,  190,   40
  343,20151104,   24,  190,   50
  343,20151105,    1,  190,   50
  343,20151105,    2,  180,   40
  343,20151105,    3,  180,   40
  343,20151105,    4,  190,   40
  343,20151105,    5,  180,   40
  343,20151105,    6,  180,   40
  343,20151105,    7,  180,   40
  343,20151105,    8,  180,   40
  343,20151105,    9,  190,   40
  343,20151105,   10,  180,   40
  343,20151105,   11,  160,   40
  343,20151105,   12,  150,   40
  343,20151105,   13,  150,   40
  343,20151105,   14,  170,   40
  343,20151105,   15,  150,   50
  343,20151105,   16,  150,   50
  343,20151105,   17,  160,   40
  343,20151105,   18,  180,   40
  343,20151105,   19,  190,   50
  343,20151105,   20,  190,   50
  343,20151105,   21,  180,   50
  343,20151105,   22,  180,   40
  343,20151105,   23,  180,   50
  343,20151105,   24,  190,   70
  343,20151106,    1,  190,   70
  343,20151106,    2,  200,   80
  343,20151106,    3,  200,   70
  343,20151106,    4,  210,   70
  343,20151106,    5,  220,   70
  343,20151106,    6,  230,   70
  343,20151106,    7,  240,   70
  343,20151106,    8,  230,   70
  343,20151106,    9,  230,   60
  343,20151106,   10,  220,   60
  343,20151106,   11,  220,   60
  343,20151106,   12,  230,   70
  343,20151106,   13,  180,   50
  343,20151106,   14,  190,   60
  343,20151106,   15,  180,   60
  343,20151106,   16,  190,   60
  343,20151106,   17,  200,   70
  343,20151106,   18,  200,   80
  343,20151106,   19,  220,   80
  343,20151106,   20,  230,   80
  343,20151106,   21,  240,  100
  343,20151106,   22,  240,  110
  343,20151106,   23,  240,  100
  343,20151106,   24,  230,   90
  343,20151107,    1,  240,   80
  343,20151107,    2,  240,   60
  343,20151107,    3,  240,   60
  343,20151107,    4,  230,   50
  343,20151107,    5,  230,   60
  343,20151107,    6,  230,   60
  343,20151107,    7,  190,   50
  343,20151107,    8,  190,   40
  343,20151107,    9,  180,   50
  343,20151107,   10,  190,   60
  343,20151107,   11,  180,   60
  343,20151107,   12,  190,   70
  343,20151107,   13,  190,   70
  343,20151107,   14,  190,   70
  343,20151107,   15,  200,   80
  343,20151107,   16,  200,   90
  343,20151107,   17,  220,   90
  343,20151107,   18,  230,  100
  343,20151107,   19,  240,  110
  343,20151107,   20,  240,  100
  343,20151107,   21,  230,   90
  343,20151107,   22,  240,   80
  343,20151107,   23,  240,   80
  343,20151107,   24,  260,   80
  343,20151108,    1,  260,   70
  343,20151108,    2,  260,   50
  343,20151108,    3,  250,   40
  343,20151108,    4,  240,   30
  343,20151108,    5,    0,   10
  343,20151108,    6,  180,   20
  343,20151108,    7,  190,   30
  343,20151108,    8,  160,   30
  343,20151108,    9,  170,   30
  343,20151108,   10,  150,   40
  343,20151108,   11,  150,   40
  343,20151108,   12,  150,   40
  343,20151108,   13,  140,   40
  343,20151108,   14,  150,   40
  343,20151108,   15,  150,   40
  343,20151108,   16,  150,   50
  343,20151108,   17,  150,   50
  343,20151108,   18,  180,   40
  343,20151108,   19,  190,   60
  343,20151108,   20,  180,   60
  343,20151108,   21,  220,   70
  343,20151108,   22,  230,   80
  343,20151108,   23,  240,   80
  343,20151108,   24,  230,  100
  343,20151109,    1,  240,   90
  343,20151109,    2,  240,   90
  343,20151109,    3,  250,   90
  343,20151109,    4,  240,   80
  343,20151109,    5,  240,   80
  343,20151109,    6,  230,   70
  343,20151109,    7,  230,   70
  343,20151109,    8,  260,   80
  343,20151109,    9,  250,   90
  343,20151109,   10,  240,   90
  343,20151109,   11,  240,  100
  343,20151109,   12,  240,   90
  343,20151109,   13,  230,  100
  343,20151109,   14,  230,  110
  343,20151109,   15,  230,  110
  343,20151109,   16,  230,  120
  343,20151109,   17,  230,  100
  343,20151109,   18,  220,   90
  343,20151109,   19,  220,  100
  343,20151109,   20,  230,  100
  343,20151109,   21,  230,  110
  343,20151109,   22,  230,  110
  343,20151109,   23,  230,  120
  343,20151109,   24,  240,  130
  343,20151110,    1,  230,  120
  343,20151110,    2,  230,  120
  343,20151110,    3,  230,  110
  343,20151110,    4,  230,  110
  343,20151110,    5,  230,  120
  343,20151110,    6,  230,  110
  343,20151110,    7,  230,  100
  343,20151110,    8,  230,  110
  343,20151110,    9,  230,  110
  343,20151110,   10,  240,  100
  343,20151110,   11,  230,  100
  343,20151110,   12,  230,  110
  343,20151110,   13,  230,  110
  343,20151110,   14,  240,  110
  343,20151110,   15,  240,  100
  343,20151110,   16,  230,   90
  343,20151110,   17,  230,  100
  343,20151110,   18,  240,  100
  343,20151110,   19,  230,  110
  343,20151110,   20,  230,   90
  343,20151110,   21,  230,   80
  343,20151110,   22,  230,   80
  343,20151110,   23,  230,   80
  343,20151110,   24,  230,   70
  343,20151111,    1,  220,   70
  343,20151111,    2,  230,   70
  343,20151111,    3,  220,   70
  343,20151111,    4,  220,   70
  343,20151111,    5,  220,   70
  343,20151111,    6,  220,   70
  343,20151111,    7,  220,   70
  343,20151111,    8,  220,   70
  343,20151111,    9,  220,   70
  343,20151111,   10,  220,   70
  343,20151111,   11,  220,   80
  343,20151111,   12,  220,   80
  343,20151111,   13,  220,   80
  343,20151111,   14,  220,   80
  343,20151111,   15,  200,   80
  343,20151111,   16,  210,   70
  343,20151111,   17,  220,   80
  343,20151111,   18,  210,   70
  343,20151111,   19,  220,   70
  343,20151111,   20,  220,   70
  343,20151111,   21,  220,   80
  343,20151111,   22,  220,   80
  343,20151111,   23,  220,   80
  343,20151111,   24,  230,   70
  343,20151112,    1,  230,   70
  343,20151112,    2,  230,   60
  343,20151112,    3,  230,   70
  343,20151112,    4,  230,   70
  343,20151112,    5,  230,   60
  343,20151112,    6,  230,   50
  343,20151112,    7,  220,   60
  343,20151112,    8,  230,   60
  343,20151112,    9,  220,   60
  343,20151112,   10,  220,   50
  343,20151112,   11,  240,   50
  343,20151112,   12,  210,   50
